Reference	ID	Tags	SupportReference	Quote	OrigQuote	Occurrence	Note
28:22	n4vt		rc://*/ta/man/translate/figs-activepassive	I will be shown to be holy in you	וְ⁠נִקְדַּ֥שְׁתִּי בָֽ⁠הּ	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “I will use you to show you that I am holy”
28:23	s9iw				~	0	# General Information:\n\nThe words “you” and “your” in these verses refer to Sidon.
28:23	b3c4			Connecting Statement:	~	0	# Connecting Statement:\n\nYahweh continues giving Ezekiel his message to Sidon.
28:23	iqf4		rc://*/ta/man/translate/figs-metaphor	blood in your streets	וָ⁠דָם֙ בְּ⁠ח֣וּצוֹתֶ֔י⁠הָ	0	Here “blood” refers to the blood of the people of Sidon and represents those whom their enemies would kill.
28:23	j727		rc://*/ta/man/translate/figs-nominaladj	the slain will fall	~חָלָל֙ וְ⁠נִפְלַ֤ל	0	Here “the slain” means the people of Sidon whom their enemies would kill. Alternate translation: “the slain people will fall”
28:23	w5pj		rc://*/ta/man/translate/figs-metonymy	When the sword comes against you	~כִּֽי בְּ⁠חֶ֥רֶב עָלֶ֖י⁠הָ	0	Here “sword” is a metonym for an attacking enemy army. Alternate translation: “When enemy armies attack you”
28:24	g3zp		rc://*/ta/man/translate/figs-metaphor	pricking briars and painful thorns for the house of Israel from all those around her who despise her people	~מַמְאִיר֙ וְ⁠ק֣וֹץ מַכְאִ֔ב סִלּ֤וֹן לְ⁠בֵ֣ית יִשְׂרָאֵ֗ל מִ⁠כֹּל֙ סְבִ֣יבֹתָ֔⁠ם הַ⁠שָּׁאטִ֖ים	0	Here the briars and thorns represent what would cause suffering and pain. Alternate translation: “people anywhere around the house of Israel who wound them like briars, hurt them like thorns, and despise them”
28:24	me5p		rc://*/ta/man/translate/figs-metonymy	the house of Israel	לְ⁠בֵ֣ית יִשְׂרָאֵ֗ל	0	The word “house” is a metonym for the family that lives in the house. In this case it refers to Israel’s descendants. See how you translated this in [Ezekiel 3:1](../03/01.md). Alternate translation: “the Israelites” or “the Israelite people group”
28:25	m69d		rc://*/ta/man/translate/figs-metonymy	the house of Israel	בֵּ֣ית יִשְׂרָאֵ֗ל	0	The word “house” is a metonym for the family that lives in the house. In this case it refers to Israel’s descendants. See how you translated this in [Ezekiel 3:1](../03/01.md). Alternate translation: “the Israelites” or “the Israelite people group”
28:25	g4tq		rc://*/ta/man/translate/figs-activepassive	among whom they were scattered	~אֲשֶׁ֣ר בָ֔⁠ם נָפֹ֣צוּ	0	This can be expressed in active form. Alternate translation: “among whom I scattered them”
28:25	y9f5			so the nations may see	הַ⁠גּוֹיִ֑ם	0	Alternate translation: “in such a way as the nations will see it”
28:25	n75q		rc://*/ta/man/translate/figs-metonymy	my servant Jacob	לְ⁠עַבְדִּ֥⁠י לְ⁠יַעֲקֹֽב	0	Here “Jacob” represents the descendants of Jacob. Alternate translation: “the descendants of my servant Jacob”
28:26	m5nf			within her	לָ⁠בֶטַח֒	0	Alternate translation: “in the land”
28:26	cn86		rc://*/ta/man/translate/figs-abstractnouns	when I execute justice on all	~שְׁפָטִ֗ים עָלֶי⁠הָ֮ בְּ⁠כֹ֨ל	0	If your language does not use an abstract noun for the idea behind the word **justice**, you can express the same idea with a verbal form such as “judge.” Alternate translation: “when I judge all”
29:intro	qm8t					0	# Ezekiel 29 General Notes\n\n## Structure and formatting\n\nThis chapter begins a prophecy against Egypt and its king, Pharaoh. Because Egypt did not fulfill its promise of protecting Judah, it will be conquered by Babylon. (See: [[rc://*/tw/dict/bible/kt/prophet]] and [[rc://*/tw/dict/bible/kt/fulfill]] and [[rc://*/tw/dict/bible/kt/promise]])
29:1	nk1i		rc://*/ta/man/translate/translate-ordinal	In the tenth year	~הָ⁠עֲשִׂירִ֔ית בַּ⁠שָּׁנָה֙	0	It can be stated clearly that this was the tenth year of Jehoiachin’s exile. Alternate translation: “In the tenth year of the exile of King Jehoiachin” (See also: [[rc://*/ta/man/translate/figs-explicit]])
29:1	h48u		rc://*/ta/man/translate/translate-hebrewmonths	in the tenth month on the twelfth day of the month	~בָּ⁠עֲשִׂרִ֕י בָּ⁠עֲשִׂרִ֕י לַ⁠חֹ֑דֶשׁ בִּ⁠שְׁנֵ֥ים עָשָׂ֖ר בִּ⁠שְׁנֵ֥ים עָשָׂ֖ר הָיָ֥ה	0	“on the twelfth day of the tenth month.” This is the tenth month of the Hebrew calendar. The twelfth day is near the beginning of January on Western calendars. (See also: [[rc://*/ta/man/translate/translate-ordinal]])
29:1	kjl4		rc://*/ta/man/translate/figs-idiom	the word of Yahweh came	דְבַר יְהוָ֖ה אֵלַ֥⁠י	0	This is an idiom that is used to introduce something that God told his prophets or his people. See how you translated this in [Ezekiel 3:16](../03/16.md). Alternate translation: “Yahweh spoke this message” or “Yahweh spoke these words”
29:2	xr1u			Son of man	בֶּן אָדָ֕ם	0	God calls Ezekiel this to emphasize that Ezekiel is only a human being. God is eternal and powerful, but humans are not. See how you translated this in [Ezekiel 2:1](../02/01.md). Alternate translation: “Mortal person” or “Human”
29:2	ere5		rc://*/ta/man/translate/translate-symaction	set your face against Pharaoh	שִׂ֣ים פָּנֶ֔י⁠ךָ עַל פַּרְעֹ֖ה	0	This is a command to stare at Pharaoh as a symbol of punishing him and his people. Pharaoh was far away, so Ezekiel could not see him, but staring in his direction would be a symbol of harming him and his people. See how you translated a similar phrase in [Ezekiel 6:2](../06/02.md). Alternate translation: “turn toward Pharaoh and stare” or “stare toward Pharaoh so that he and his people will be harmed”
29:2	tbn7			prophesy against him and against all of Egypt	~וְ⁠הִנָּבֵ֣א עָלָ֔י⁠ו וְ⁠עַל כֻּלָּֽ⁠הּ מִצְרַ֖יִם	0	Alternate translation: “tell the terrible things that will happen to him and everyone in Egypt”
29:3	au6r		rc://*/ta/man/translate/writing-symlanguage	the great sea monster	~הַ⁠גָּד֔וֹל הַ⁠תַּנִּים֙	0	“the huge creature that lives in the water.” Yahweh calls Pharaoh a monster that lives in the water. The monster is probably a crocodile.
29:4	g15e			hooks	חחיים	0	sharp and bent pieces of metal or wood that people use to catch fish and other animals in the water
29:4	f9rd			scales	בְּ⁠קַשְׂקְשֹׂתֶ֑י⁠ךָ	0	hard pieces of skin that are on fish, crocodiles, and other animals
29:5	ks6e		rc://*/ta/man/translate/figs-activepassive	you will not be gathered nor lifted up	לֹ֥א תֵאָסֵ֖ף וְ⁠לֹ֣א תִקָּבֵ֑ץ	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. The implication is that they would die in the wilderness. Alternate translation: “no one will gather you or pick you up” or “no one will gather your bodies and bury you” (See also: [[rc://*/ta/man/translate/figs-explicit]])
29:6	csp3		rc://*/ta/man/translate/figs-explicit	know that I am Yahweh	~וְ⁠יָֽדְעוּ֙ אֲנִ֣י אֲנִ֣י יְהוָ֑ה	0	When Yahweh says that people will know that he is Yahweh, he is implying that they will know that he is the one true God who has supreme authority and power. See how you translated this in [Ezekiel 6:7](../06/07.md). Alternate translation: “understand that I am Yahweh, the one true God” or “realize that I, Yahweh, have supreme power and authority”
29:6	kq2j		rc://*/ta/man/translate/figs-metaphor	they have been a reed stalk	~הֱיוֹתָ֛⁠ם כִּ֖י מִשְׁעֶ֥נֶת קָנֶ֖ה	0	The word “they” refers to the inhabitants of Egypt. A reed stalk is unreliable because it is easily broken. Yahweh speaks of them as a reed stalk because the people of Israel relied on the Egyptians to help them in war, but the Egyptians did not help them. Alternate translation: “they have been as unreliable as a reed stalk”
29:6	n6x3			reed	מִשְׁעֶ֥נֶת	0	a plant that grows near water and looks like very large grass
29:6	z2bz			stalk	קָנֶ֖ה	0	the part of a reed that is long and like a thick stick. People can use them like sticks, but the stalks of reeds are not as strong as wood and can break suddenly.
29:7	nez2		rc://*/ta/man/translate/figs-metaphor	When they took hold of you in their hand	בְּ⁠תָפְשָׂ֨⁠ם בְּ⁠ךָ֤ ב⁠כפ⁠ך	0	God speaks of Israel relying on Egypt as if they were taking hold of a reed stalk in order to use it as a crutch. Alternate translation: “When they relied on you”
29:7	lg5c			When they took hold of you	בְּ⁠תָפְשָׂ֨⁠ם בְּ⁠ךָ֤	0	The word “they” refers to the Israelites and the word “you” refers to Pharaoh or Pharaoh and Egypt.
29:7	xp6x		rc://*/ta/man/translate/figs-metaphor	you caused their legs to be unsteady	~לָ⁠הֶ֖ם מָתְנָֽיִם וְ⁠הַעֲמַדְתָּ֥	0	Because Egypt did not help the Israelites, the Israelites could not defend themselves against their enemy, the Babylonians. God speaks of the Israelites being unable to defend themselves as if their legs were unsteady. Alternate translation: “you caused them to be like people whose legs are unsteady”
29:8	k7e5			Behold!	הִנְ⁠נִ֛י	0	This word adds emphasis to what is said next. This is the Lord’s message to Pharaoh. Alternate translation: “Pay attention to what I am about to tell you!”
29:8	s3py		rc://*/ta/man/translate/figs-metonymy	I will bring a sword against you	~מֵבִ֥יא חָ֑רֶב עָלַ֖יִ⁠ךְ	0	Here “sword” is a metonym for battle, and “bring a sword against you” is a metaphor for causing an enemy army to come fight against Egypt. Alternate translation: “I will cause your enemies to come fight against you”
29:8	pv3c		rc://*/ta/man/translate/figs-you	a sword against you	~חָ֑רֶב עָלַ֖יִ⁠ךְ	0	The word “you” refers to the nation of Egypt.
29:8	uq3i		rc://*/ta/man/translate/figs-metaphor	I will cut off both man and beast from you	~וְ⁠הִכְרַתִּ֥י אָדָ֥ם וּ⁠בְהֵמָֽה מִמֵּ֖⁠ךְ	0	Here “cut off man and beast” is a metaphor for destroying the people and animals. God would do this by causing the enemy army to do it.
29:10	tiq2			I am against you and against your river	~אֵלֶ֖י⁠ךָ אֵלֶ֖י⁠ךָ אֶת יְאֹרֶ֑י⁠ךָ	0	The word “you” refers to Pharaoh. God speaks to Pharaoh as if Pharaoh were a monster in the river.
29:10	nz8i		rc://*/ta/man/translate/figs-personification	I will give the land of Egypt over to desolation and waste	~וְ⁠נָתַתִּ֞י אֶ֣רֶץ מִצְרַ֗יִם וְ⁠עַד וְ⁠אֶל לְ⁠חָרְבוֹת֙	0	“I will put Egypt into the power of desolation and waste.” Desolation and waste are spoken of as if they were people who could be given power over Egypt. Alternate translation: “I will cause Egypt to become a desolate waste”
29:10	r6rs		rc://*/ta/man/translate/figs-metonymy	you will become a wasteland	חֹ֣רֶב שְׁמָמָ֔ה	0	Here “you” refers to Pharaoh and represents Egypt, the country he rules over. Alternate translation: “your country will become a wasteland”
29:10	b3tw		rc://*/ta/man/translate/figs-merism	from the Migdol to Syene and the borders of Cush	~מִ⁠מִּגְדֹּ֥ל וְ⁠עַד סְוֵנֵ֖ה גְּב֥וּל כּֽוּשׁ	0	This refers to all of Egypt. Where these places are can be stated clearly. Alternate translation: “throughout all of Egypt, from Migdol in the north to Syene in the south and the borders of Cush further south” (See also: [[rc://*/ta/man/translate/figs-explicit]])
29:10	va76		rc://*/ta/man/translate/translate-names	Migdol	מִ⁠מִּגְדֹּ֥ל	0	This is the name of a place in the far northern part of Egypt.
29:10	lb1i		rc://*/ta/man/translate/translate-names	Syene	סְוֵנֵ֖ה	0	This the name of a town in southern Egypt. It is now called Aswan.
29:10	vn8c		rc://*/ta/man/translate/translate-names	the borders of Cush	גְּב֥וּל כּֽוּשׁ	0	These borders of Cush were south of Syene. Some versions say Sudan or Ethiopia, the modern names of countries south of Egypt.
29:11	dk5j		rc://*/ta/man/translate/figs-synecdoche	No man’s foot will pass through it	~לֹ֤א רֶ֣גֶל תַעֲבָר בָּ⁠הּ֙	0	Here “man’s foot” represents people. Alternate translation: “No man will walk through the land of Egypt”
29:11	x4yx		rc://*/ta/man/translate/figs-synecdoche	no wild animal’s foot will pass through it	~לֹ֣א בְּהֵמָ֖ה וְ⁠רֶ֥גֶל תַעֲבָר	0	Here “animal’s foot” represents animals. Alternate translation: “not even a wild animal will walk through it”
29:12	b86m		rc://*/ta/man/translate/figs-abstractnouns	For I will make the land of Egypt a desolation	~וְ⁠נָתַתִּ֣י אֶרֶץ֩ מִצְרַ֨יִם שְׁמָמָ֜ה	0	If your language does not use an abstract noun for the idea behind the word **desolation**, you can express the same idea with the adjective “desolate.” Alternate translation: “For I will make the land of Egypt desolate”
29:12	ef3g		rc://*/ta/man/translate/figs-metonymy	I will scatter Egypt among the nations	~וְֽ⁠זֵרִיתִ֖י⁠ם מִצְרַ֨יִם֙ בַּ⁠גּוֹיִ֔ם	0	Here “Egypt” represents the people of Egypt, and “scatter” represents causing them to move to other places. Alternate translation: “I will scatter the Egyptians among the nations” or “I will make the people of Egypt go and live among the nations” (See also: [[rc://*/ta/man/translate/figs-metaphor]])
29:13	kwt6		rc://*/ta/man/translate/figs-metonymy	I will gather Egypt	~אֲקַבֵּ֣ץ מִצְרַ֔יִם	0	Here “Egypt” is a metonym for the people of Egypt, and “gather” is a metaphor for causing them to return to Egypt. Alternate translation: “I will cause the people of Egypt to return to Egypt” (See also: [[rc://*/ta/man/translate/figs-metaphor]])
29:13	k5h2		rc://*/ta/man/translate/figs-activepassive	among whom they were scattered	~אֲשֶׁר שָֽׁמָּ⁠ה נָפֹ֥צוּ	0	This can be translated in active form. Alternate translation: “among whom I scattered them”
